Gene Name	log2FoldChange	-log10FDR	product
CWC15	1.7323784520997547	11.000819286948953	19.057582288153757
COL6A1	2.504348205439949	7.601432133659513	19.036632922703763
FSCN2	-3.722654312194795	5.10845144425512	-19.016998797594052
FASTK	2.600163144863357	7.311580406398003	19.011301903421135
YPEL4	-4.532021775180315	4.194033510455279	-19.00745119521926
TMEM109	2.923953984430951	6.4983226475236	19.000796397344516
GLIDR	-3.6570262400330167	5.194947428063999	-18.99805906002208
SH3BP4	-1.8219171016528013	10.427342293098564	-18.99775324858381
BDH1	3.60412961192953	5.264092122145597	18.972470297349908
BTNL3	7.0947317731473705	2.673819529202408	18.97003236949427
C17orf100	-3.651125399528354	5.193040097187179	-18.9604405996093
PTPRD-AS1	-3.2467272359456665	5.835508770931327	-18.94630526218256
HOXD9	6.0144275492772765	3.1497918179534183	18.944194684387195
CCDC181	-2.92934275380795	6.4658823448945	-18.94078559399146
PAXIP1-AS2	-5.220680521277149	3.627294181659192	-18.936944079130082
SCN1B	4.233960789910244	4.472125509394951	18.934804054335597
SCGN	6.603507583678781	2.8665701387804847	18.929417650584067
ICAM3	-5.03200275105511	3.756202951738731	-18.901223586670618
PLEK	6.159423321410608	3.067141766277909	18.891824525284676
RCVRN	5.5001411517359236	3.4308338270587417	18.870070316973433
DDIAS	-3.8398302007332457	4.912413370656666	-18.862833219133265
SYCP3	-5.801467384551354	3.250513035110064	-18.857745356250067
AES	1.9353279197334998	9.740186634453734	18.850455137073382
FBN3	-5.387393727875366	3.496131862987417	-18.83503887048363
SOX7	5.119941544590991	3.6752414198452006	18.817021231867024
ACE	5.226210332554005	3.591830783576999	18.77166315391566
RGPD4	-6.034857813247309	3.109650550269014	-18.766298919759755
DHX58	5.4523214139312906	3.439639192756302	18.754018426862523
GPM6A	-5.428538654918936	3.4539481461701245	-18.749891023570118
CPA4	-4.266954169481773	4.392213705108666	-18.741374582268406
MIR6883	6.77763871265184	2.764414280808931	18.736201247418208
IGF1R	-1.981230035278474	9.455907355944419	-18.734327664407743
GABPB1	-3.8075721798151165	4.915063850175535	-18.714460377943343
ANGPTL2	3.194446797325461	5.858087092987076	18.713347552646184
MAPK11	3.6418444598569906	5.134148991224463	18.697772059771168
KAT2B	1.8839818519119653	9.922071247978241	18.69300216456851
FIBIN	2.906604870207903	6.429784330051034	18.688842448112794
KIF1C	2.370446618083849	7.877389621915493	18.672931588598388
DPP9	2.035837617336483	9.165976838726854	18.660440447915068
CELA2B	-5.4956527107842055	3.3948853423015057	-18.657110834220834
TOM1L2	2.5368064868655122	7.35148801070861	18.64930247367964
CCDC122	-3.0616068523802014	6.089413606876379	-18.64339042578996
TULP1	-4.808426119129867	3.8760737420745843	-18.637814221064872
APAF1	-2.205832457474139	8.44737964973827	-18.6335042119992
NCAPG2	-2.1346202028329953	8.725768363002938	-18.626201432907067
EFCC1	6.183430184306924	3.007678474027725	18.59776986099322
KCNC1	-5.065517179316443	3.671403212049708	-18.597556042835368
TNNC1	3.189139738608677	5.828085902330425	18.586580351146967
VRK2	-4.265473960182706	4.350581870278644	-18.55729367931653
MBTD1	-1.7301100017589315	10.720596050340312	-18.547810451511072
MYCL	-4.440107279235507	4.172203373510221	-18.52503056917367
ITGA9-AS1	-4.569980224485344	4.053013780028641	-18.52219282429748
EFHD1	3.6944144716215686	5.0130855555521086	18.52041582390876
FER	-2.966918826338775	6.242177274002906	-18.520033271583273
MTHFD1L	-2.631084664902712	7.032187185707512	-18.502279865040393
FXN	2.11573838706321	8.731426969296695	18.47341521278
RAD9A	-4.660275392062136	3.9632686768879624	-18.469923487031632
KIDINS220	-1.6413986361382682	11.251269942639986	-18.467819138672766
APPBP2	-1.7674992933697449	10.435446846830752	-18.444644927770888
KRTCAP3	-4.4518299807630415	4.136496813871181	-18.414980531322524
CXCL2	6.589481170782623	2.7938108723106585	18.409764137818858
SLC2A1	-3.2714016479281263	5.626477038292465	-18.406466255099733
HOGA1	5.3345967024595815	3.4492875673253236	18.4005580824885
HSD11B1	5.024084301877288	3.661287737209314	18.39461824516913
RTN4	-1.6494909223570895	11.131419360430753	-18.361175187980486
CAPN9	-5.030529938979387	3.6475189811815194	-18.348953437829227
CACNA2D3	3.821324208463492	4.79857926695073	18.336927119029824
TRIP10	2.811110215257349	6.520058689688475	18.32860358666072
NUDT5	-2.240388021065573	8.178798776040406	-18.323682804546696
FAM72A	-3.691034738273463	4.9622686470628485	-18.315905956954232
TMEM68	-2.2659535512831126	8.081994167392816	-18.313423385053156
RHPN2	-2.5243732912866212	7.2437901092565	-18.286030279493303
USP34	-3.465379268837976	5.276054023548179	-18.28352823447305
MTRNR2L6	7.104108980970588	2.5693312388828446	18.252809129235906
FOXN4	-5.262050492707205	3.467682483269628	-18.24712031964109
FADS3	3.7360734873207915	4.884029646897989	18.247093675064306
MVP	2.3965419683814657	7.612255450910585	18.243089662147796
CDC42EP1	3.210255028815289	5.680134943909392	18.234681768034577
ZNF676	6.72540413486331	2.7080945275327832	18.213030133069683
ZNF644	-1.8200729921942331	9.99387240572734	-18.189577253099536
HIST1H2AG	-6.139351150430771	2.962733071937584	-18.189258693619298
ARIH1	-2.436204633856629	7.460871243643843	-18.1762090963728
DSC3	-5.350351229761788	3.395657011277538	-18.16795766613801
PSIP1	-3.355616682775536	5.406420062776592	-18.141873356745492
KCNC3	-2.885583617995582	6.284123223687782	-18.13336302773905
SLC26A9	4.487774111072774	4.039392226046576	18.127879856520448
RUNX1T1	-1.8969718451392248	9.554632323470106	-18.124868508279963
MPEG1	5.84091411665	3.1005120113241085	18.10982437578587
NDUFB6	2.630143805815233	6.882834101401148	18.102843478254083
NOXRED1	-4.563774328125865	3.960783637646001	-18.076122684749798
TAP1	5.204581528077443	3.4682486050150847	18.05078262444187
PROK1	5.704985627375189	3.164003643324933	18.050595310131477
SPACA6P-AS	-4.843773372678028	3.725607019281028	-18.045996077055797
GCNT7	-4.69201771752791	3.84388096286193	-18.035557581816416
C14orf180	3.443593615423998	5.236497269513822	18.032368564482994
SLC1A6	-6.631496819172272	2.718160862245837	-18.025475111981827
PPIL6	-3.9404436295602747	4.570830360276955	-18.01109937495402
IRS1	-1.6565909659017588	10.872297925133797	-18.010950521369086
CRP	7.15099438346292	2.515449432730922	17.98796476534381
PTPRC	5.179190455839634	3.472944041558688	17.987038633705883
LINC01537	5.025515827360463	3.577747272354592	17.980025543513726
GNB5	-2.0681296992488063	8.691260546147753	-17.97465405939757
MYO1E	-1.7800856961308105	10.095249866146952	-17.97040988559467
NDUFS7	2.821145240563731	6.363868475292978	17.953397260646355
ADGRE5	3.548653394811367	5.052890846639557	17.930958256538748
ALPL	4.796800736802347	3.737997732677889	17.9304302782748
ZNF208	6.76187278568482	2.650916363669882	17.925159216625936
NLRP2	-6.025390417894322	2.9701698610233684	-17.896433020128715
BEX2	-3.1197747161810447	5.735563688938091	-17.89366657979514
NBAT1	-5.453882173214993	3.2808720883468974	-17.893489795233787
TRAF3IP2	-3.066058993244785	5.835912443195177	-17.893251830247717
MEOX1	5.556693591045941	3.2170751032234506	17.87630060799521
KCNIP3	4.276776184955277	4.179340759662002	17.874105029735343
ATXN3	-2.4080656583215503	7.415945409783306	-17.858083465286516
FAM57A	-2.9409825629710946	6.06942023197614	-17.850059069585804
UQCRC1	2.832688839399167	6.3005048124301215	17.847369664751547
ACAA2	2.6689792240185706	6.6868801786453504	17.84714427030603
TXNIP	3.287842152377888	5.4275715861257705	17.84499864591282
NUMBL	2.216517354849508	8.049468534303674	17.841786703599126
SH3RF2	3.467347842861062	5.134486083144036	17.80304924458962
LRRN1	-5.449436072878803	3.266030937871837	-17.798026807976978
HIPK4	-4.611253781245005	3.856872408091598	-17.78501747559191
LINC01138	-4.488665427680984	3.9582483411395066	-17.76725248304851
ZNF106	2.3089824828991694	7.67833277169042	17.729135867703807
LUZP2	-6.699957648395253	2.6457580343847686	-17.726466778279423
BCL3	3.017620088685584	5.873720503113733	17.724656985520397
TESC	2.776544242547232	6.383659431571872	17.724512841113217
RARRES3	5.5083645068932094	3.216370336782659	17.71694020415776
LRRC37A2	-5.221682706950681	3.3914349889132236	-17.708997433355652
RPS6KA6	-3.719960479446519	4.759095172497747	-17.70364595961633
SLFN11	5.257327457080201	3.366697093138431	17.699829067428773
FARP2	-3.629044512783867	4.875703151945846	-17.694143769532076
ERCC6L2	-2.143136680722819	8.253531670422804	-17.688446468390595
VEPH1	-4.260076108282102	4.1510233873384115	-17.68367555732061
KDM6A	-2.208817162017689	7.995524585037494	-17.660651922765176
SYNGR3	-3.918566187547942	4.500279487051239	-17.63464303247458
PRC1	-3.544345939854584	4.974201546044447	-17.63029105374103
ASB6	-4.4574294830848835	3.9539602496806947	-17.624498991872397
DNAJC10	-2.1230789751209023	8.294965488378917	-17.610866827730767
CISTR	6.4179934668390946	2.7430317856670836	17.60476007974332
STARD8	4.489694385878628	3.9174345749073116	17.588084018008185
MT1A	7.30027827027729	2.4087067132091744	17.58422927791197
SLC39A5	-4.817120618545537	3.649706705728468	-17.58107742380851
CSNK1G3	-2.9491286976075224	5.9609174123670785	-17.579512604880126
IL1RL1	5.744267904048921	3.060280355147484	17.579070221465123
GRM1	4.338012719538885	4.048701831702584	17.56332004354619
CLIP1-AS1	-5.909289991173528	2.972022251498163	-17.56254134432311
USP49	-3.7490842682663215	4.684372272455862	-17.56210639336723
VLDLR-AS1	-4.9137251433879445	3.5740741593531333	-17.562018061146624
FOXS1	4.985716088982415	3.521794209684293	17.558666053308087
ONECUT2	-6.816725998404674	2.574105944265329	-17.54697491292148
ANKRD6	-3.7704531787722315	4.652755139769752	-17.5429954067937
HAR1A	7.138904110633991	2.4558691822235748	17.532214600155214
PROSER2	-2.6368531858840614	6.646147531917969	-17.524915293393388
KLHL31	2.6474423687242044	6.618157743258108	17.52119121240168
KCNJ8	3.863614267538907	4.533661471833009	17.516319146765454
METTL21EP	5.311777307136564	3.2961948449569016	17.508652977342596
MRPL23-AS1	-4.380949360487449	3.994868053791291	-17.501314645488694
H3F3AP4	-4.030377427913437	4.340949126376886	-17.495663374669956
SLAMF7	5.919864619401277	2.9487491083161546	17.456195517811867
MUC7	6.489637220763191	2.68900576441172	17.450671895573073
DCTN1-AS1	-5.770217365698134	3.0211400612788704	-17.43263484579766
C22orf34	6.528690543447054	2.6688419520767983	17.42404321447857
NUTM2A	-4.238684973377545	4.109821025652629	-17.420236624704888
BCL6B	5.140318419420602	3.3881941531892084	17.416396814211677
CILP	4.942896034086098	3.5148515988404485	17.373546028309633
PRICKLE3	-4.534671656058734	3.8309133715717096	-17.37193428288263
EIF3G	1.6601398159911243	10.462777513676496	17.36967353631097
RPS6KA5	-3.3815948040807413	5.133843119221791	-17.360577216926075
ENTPD6	2.376175392786191	7.303282257035607	17.353879585740003
L1TD1	-5.538633579137658	3.1327850601964364	-17.351348530624772
IL15	4.514429459691571	3.8406728003258923	17.33844643482733
CLHC1	-3.227428914552245	5.36421229392311	-17.31261386120407
BMP10	-5.088568209868142	3.398756269041269	-17.294803103733454
C1QL3	-3.762436845260476	4.596530093635501	-17.294154184642792
ZNF197	-1.5325340745611091	11.282052601425518	-17.290130042675408
HSPA1A	5.688767990871245	3.039199847730587	17.289302811630524
SMARCAD1	-1.383615953858219	12.487323095780216	-17.27765945630371
PSMC3	2.1702169491532106	7.956213890224711	17.266710235653868
ROBO1	-2.8530734871185452	6.050238971200624	-17.261776399463884
TRAK2	1.540265857368384	11.198515245290778	17.24869068554072
PIPSL	-3.919803028407732	4.399188861765175	-17.2439538228847
HLF	4.8182794511459015	3.5784977411988987	17.242202132390677
CYGB	4.53572633934056	3.7893004068549905	17.18722966304608
IFITM3	3.0791399055524353	5.580996216505999	17.18466816298078
PXMP2	2.806162873555927	6.120015821155788	17.173761182902265
CCDC18	-3.5171472743336283	4.880907063496833	-17.166868974653642
TNFAIP8	-3.1130421099935632	5.51138898368835	-17.15718599077646
LINC01550	5.906828989430034	2.9029769086891277	17.147388159890923
LY6G5B	5.26637160626256	3.2527941480261138	17.13042274218174
HLA-F	4.256207646038988	4.023616717351541	17.125348237121926
CD300LB	6.698196482414761	2.554279780334162	17.10906783973743
SDHB	3.384709308703308	5.043474907357991	17.07069646714615
NAALAD2	-3.13972965608441	5.435434096339517	-17.065793625969548
IGF2BP2	-2.3121961764643135	7.372218519314519	-17.046015472418432
VAV1	5.250647164161927	3.244960926496915	17.038144886527284
RCOR2	-3.238872492597606	5.2578085116751385	-17.029371359810163
MS4A14	6.809520655425702	2.5006273623046766	17.028073675136387
CMTM4	-1.9137150256908662	8.895091579334824	-17.022670410269352
SLC46A2	-5.474398223817174	3.1092040983585996	-17.021021393539392
PPM1K	1.9701817916730826	8.633354487341954	17.00927781202022
RUSC1-AS1	-4.901178393411431	3.468609480418956	-17.000273840611438
RNF39	-6.172637102822648	2.753567251135742	-16.99677137947785
MFGE8	2.114043170310208	8.039881053597817	16.996655631464904
CDC37	2.198362628264448	7.7290802351307955	16.99132113976893
CFP	4.574734272739426	3.713527698424558	16.988402434749986
LMNTD2	-4.069017079658031	4.174742705094849	-16.98709937020871
B4GALNT4	-4.043142893900753	4.198893920654273	-16.976728117536396
CIRBP-AS1	-4.089354123870241	4.148531441886689	-16.964814159884693
CD300LF	6.1162739376539506	2.773163646756994	16.96142853750919
CAPN6	-5.06227332469425	3.348880137616244	-16.952946588253123
BTNL8	5.538755740608126	3.0594500094473913	16.945546302930325
LINC00702	4.524356983652326	3.7453784155360736	16.945428990751317
OR7E47P	5.714891990122573	2.963131365028424	16.933975703681906
APOBEC4	-6.16050599920159	2.7485391777157315	-16.932392093358366
FNDC5	2.5422150359169295	6.658821149807543	16.928155248522394
EBF2	4.84630814100383	3.4922445055617075	16.924492977679595
ADAMTS4	3.6842976641279344	4.590020075524442	16.911000242555026
KIFC1	-4.652718145928649	3.633221138949623	-16.904353921362464
TNFRSF1B	5.243560751756565	3.2209405284705537	16.889197338830243
AIF1L	2.20935526526186	7.643494704004404	16.887195269293272
XRRA1	-4.030699749269507	4.189461276863157	-16.886460518226635
DDAH1	-1.8012508408145964	9.373473922685127	-16.88397778459028
CYP20A1	-3.7740714485425726	4.4712755334336105	-16.87491332929875
TSR1	-3.941132086947425	4.279620601213912	-16.866550071405378
RNF138	-1.6232313037413006	10.378459813261495	-16.846640853507154
MFN2	2.2929970773968926	7.344759602089706	16.84151230177446
CYP21A2	5.168368861556938	3.2581282304727632	16.839208493335036
AOC3	4.920947517708828	3.4214264360497086	16.836659927502176
DIXDC1	-1.4124134539987738	11.920321675004008	-16.83642270976886
CYP3A5	-4.067126671371373	4.1369307122810435	-16.825421237533604
MATN3	-2.712012965672893	6.203435604834889	-16.823797792029083
EHD2	4.573718488985809	3.6757964799218197	16.81205832196738
ADAP2	4.428036882250727	3.7961968166794877	16.809699516539574
GS1-279B7.1	-6.068212346653908	2.7635180017986634	-16.769614058714986
COPS6	2.148482064595031	7.7990523451863565	16.756124084470702
LGALS7	6.316359288899253	2.652757545630667	16.75576976454185
SLC36A2	5.385564293989682	3.1112195241444915	16.755672779996143
INTS6	-2.623798200668812	6.382803552555805	-16.747188476418422
CP	-4.756103839721247	3.5178676679105574	-16.73134392298063
NKAIN4	-4.323775941477435	3.869491851989151	-16.730815775373653
DAB1	-3.304271167310929	5.061870510000614	-16.725792778856498
HSPA8	1.8965295515233067	8.814646556599884	16.717237680824837
SYCN	7.5668379996963955	2.2089504919578338	16.714770521994584
SLC30A2	3.4495100452780916	4.84322512579091	16.70675372295899
COX14	2.9399715850359045	5.678036072993306	16.693264713409175
GNMT	3.92584253802795	4.251170179462785	16.689424726930916
E2F8	-2.7332116113815013	6.103984054789928	-16.683480094239368
SOWAHB	-6.295375132830451	2.648543080546818	-16.673572247504595
NRIR	6.167119548377468	2.7001215657075988	16.65197249087091
GRTP1-AS1	-4.935530478292857	3.3690460517220093	-16.62802947104619
LMOD2	2.874309760559976	5.783305590367364	16.62301170669399
SSBP3-AS1	-4.429852158637484	3.7516889743230912	-16.619427501441592
COQ10A	3.9294952964544843	4.229100012708175	16.618228608172373
C11orf96	3.69662515964202	4.495093141274094	16.616674400968098
NLRC3	-4.440853382094326	3.740991209831081	-16.6131934665635
CNP	-4.23017974733727	3.9258938952190556	-16.607236845750677
SV2B	4.43750984520019	3.7406450528941173	16.59914924961703
GNB4	-2.0555007887587133	8.068684387126872	-16.5851871219844
TPO	4.549527938437624	3.6422368052922436	16.57045810408286
CYBRD1	3.2960468587339085	5.0263241006834996	16.566999763036385
UGT8	-5.454690685072083	3.0361350036934156	-16.561177323267767
MIB1	-2.4617134655248396	6.722478833223511	-16.54881666545203
HMGN2P46	-4.951337355326585	3.3419865926057617	-16.547303056969515
RHBDL3	5.506654032171051	3.0039792305307125	16.54187434236004
ELF3	-5.312165360622307	3.11289132589914	-16.536193472823058
SLC52A3	5.387577609104203	3.0685543477099806	16.532074696041644
HSD3B7	2.330862231982869	7.0925401815887925	16.53173403808624
WBP2	2.4724836323478936	6.676978394407197	16.508719793712313
DBH	-4.330273086016974	3.8122699509420572	-16.50816996519564
TUBB4B	2.668332736902309	6.180701245318318	16.492167469895737
FCGR2B	5.981065555992961	2.7553284859458946	16.479800302737225
DLL1	5.196625539769104	3.169577661882925	16.471108228022448
VSTM4	4.742775566238782	3.4683394085495065	16.44955540229167
PLEKHH1	-2.804912310723598	5.863710965616314	-16.447195073982154
PRH2	-5.792991625987795	2.8342298144805227	-16.418669581410608
TTC28	-3.2238874457499014	5.092158035516561	-16.41654436247632
CBY3	-4.516342717482594	3.6309720109280272	-16.398713998937925
UBE2F	2.7274112280033243	6.005308157061529	16.378944895189566
CNKSR3	-2.084908173873908	7.840125345939295	-16.34594141794484
ZBTB7B	2.0058499200120306	8.147743564017535	16.34315077616311
TBXA2R	4.890113425700431	3.340516424798633	16.3355042176806
AIF1	5.5316117967641345	2.950137748670416	16.319016772624458
ST3GAL6-AS1	-4.504466026220147	3.618524841454375	-16.299522213364874
POLR3G	-3.7716216201650776	4.320984788191098	-16.297119647545966
TUBA3D	4.707031492472566	3.4603023081214315	16.287751937803087
MAGEL2	-4.283023654469663	3.8027372360494387	-16.287213533732334
CD72	-3.6846578525478484	4.418898602913478	-16.282129436837863
SLC13A4	-4.336966220448158	3.750331570542659	-16.2650613369238
PYROXD1	-4.223024551654121	3.848528551065113	-16.252430558889834
C9orf3	1.923236282269557	8.443157546177828	16.238186929727203
FAM90A1	-4.321483100971767	3.757007322485257	-16.23584365434722
TIMM44	2.075404434018851	7.820675676786388	16.23106497662585
TXLNB	2.3721819687284604	6.841043612223912	16.22820030420258
AQP6	-4.7361965370342425	3.4248164034813704	-16.220603590146535
ZNF732	-3.536654703412444	4.583224016477302	-16.20928077466732
BMPR1A	-2.3130816177176508	7.007354741333712	-16.208583441005633
CX3CL1	3.9860639646043676	4.065403426778442	16.204958101060658
CYSRT1	-4.181140872423488	3.873635897691524	-16.19621737672488
MROH7	4.793967177962654	3.377189980924896	16.190137922298273
ZNF614	-1.9856809461219234	8.14775185319987	-16.17883560862857
CDH7	-6.833960660440377	2.366895123886557	-16.175268164028882
TOX3	-6.616725042355184	2.4443821731619173	-16.173804738247043
UGDH-AS1	-3.673223242836925	4.4014179033949326	-16.167390544188834
TMEM163	-3.5504112968765997	4.549730677449823	-16.153415194963877
TSPO	4.644213820037836	3.474853010148333	16.137960372330962
TP53BP1	-2.906802144147742	5.550387553930613	-16.133878442616446
HACD3	-2.595258532761528	6.2161275596788625	-16.132458089990664
C10orf67	-4.40281937692468	3.663361118216559	-16.12911731595633
SHE	4.168901986897658	3.868015297786046	16.125376660290783
OSBPL8	-1.973174373633351	8.167919591418043	-16.116729623683874
ATP2C2	-3.6965710114688877	4.3580736553606885	-16.109928740252574
TMED11P	-6.2148754005242495	2.5901410968500977	-16.09740418670057
LAMP1	1.8682766725473698	8.606643374549032	16.07959104560433
IFI35	3.8172674204494066	4.2112752001535165	16.075563620092574
AATBC	-4.447448456810221	3.610670914950944	-16.058272788748127
PLA2G15	1.9739766153334173	8.130703056836403	16.04981770041499
CDHR2	-3.846117704594091	4.169961461155419	-16.038162603224905
ARHGAP15	5.364627779137554	2.9882956662917732	16.031093943665212
IFI44	5.725850939429697	2.7994884048319144	16.029453312729363
DVL1	2.561422613053052	6.25376778700644	16.01854222642104
BACE1	-3.7543370737424997	4.2602705853813205	-15.994491802871753
AGBL3	-3.3149845441161605	4.821360831631314	-15.982736638464845
MYOG	-4.36590125856088	3.660694695468817	-15.982231578154448
CLN5	-3.6959006544419166	4.323441905683761	-15.979011768658218
XDH	-4.970036802530746	3.213007678829868	-15.968766410598333
PPP5C	1.734352303139402	9.205845574314761	15.966179474158476
FBXO6	2.4188784533538072	6.596529191763964	15.956202328877257
ME3	3.4222355358479306	4.659350376452854	15.945394432263388
LRRC63	-5.268113584969028	3.0260119521782345	-15.941374673548808
SPSB4	-2.3725122977084174	6.718756797137355	-15.940333126520393
LGALS1	4.132620573458997	3.844175260590197	15.886517769897148
E2F5	-2.8113491086274984	5.649958362748844	-15.884005406896444
PEX10	-4.198388365673951	3.781115499118509	-15.874591320768603
TMEM98	-2.224529378770504	7.1357431818807875	-15.873670347455127
YPEL1	-3.6461483586914323	4.351909393731198	-15.867707293126834
SACS	-2.0726633982014167	7.654598320081638	-15.865405765967262
ZNF888	-2.8239543923178068	5.613696120894764	-15.852821817738203
CREB3L1	3.2557857532198553	4.868046008389802	15.849314840134303
GMFG	4.796417694859832	3.3036831028096767	15.845844092525766
KCNV2	-5.241271828996233	3.020848377236639	-15.83308749927938
CACNA1I	-4.8219115416556635	3.2830956360200423	-15.830796739684383
ANAPC10	-3.8184009296512196	4.139679546790042	-15.806956229921235
FOXP1	-2.988742398103486	5.288208325410679	-15.805092432158732
GUCA2A	7.406405821994211	2.1329617086108295	15.797580016745966
ESRP1	-4.903272274388823	3.220887433347929	-15.792888050862278
LRRC37A4P	-3.864955283106626	4.083961998577697	-15.784330502409565
IREB2	-1.9757389529615617	7.984626972347625	-15.775538534134741
RPAP2	-1.958416972364615	8.050291540748121	-15.765827585884407
IGSF9	-4.417130417662966	3.5688059261649445	-15.76388121119903
LHX4	-4.64109481205248	3.395972688994731	-15.761031228765358
ZNF738	-2.03547480049316	7.738229888297375	-15.750971938052306
CLDN5	5.200204604704037	3.0271641536284815	15.741872970893828
KANK4	-4.384058436239248	3.587641755302615	-15.728431103538613
PPP1R14A	3.140532251069596	5.006307466635549	15.72247005773947
ZNF713	-1.9727669333567552	7.966729216401978	-15.716499965124996
BCL11B	-5.127880362042645	3.06400500747886	-15.711851107051174
CTC-338M12.4	-4.179121962441594	3.759457396318567	-15.711230971818416
ZFR2	-4.429021670434859	3.5457786377977847	-15.704330425371385
CEP76	-2.6256582671396282	5.97754549704182	-15.694991751511113
APOC2	6.5759586782497665	2.3860964009816334	15.690871335175707
DCBLD1	-4.30709130703618	3.641329355241197	-15.683538012015019
MED14OS	-4.544053048399876	3.4494658641043268	-15.674555875134578
RP9	1.9782195881960618	7.920498977451941	15.668486225482308
GNPTG	1.9954624129615863	7.85039147373006	15.66516111286245
RFX6	-5.141547329311545	3.044927284402614	-15.655637747068115
FAM208A	-2.4063676578989703	6.504722004720727	-15.652752655783711
NUTM2B	-5.468372854419857	2.8623418648095518	-15.652352553594065
ZNF397	-3.488124725900104	4.485837645952187	-15.64716120921934
EXOSC9	-3.6496167695996284	4.287198873094592	-15.646632901854653
NXN	-1.5226118272583236	10.272242765729333	-15.640638327568235
SPDL1	-2.14455634783837	7.28573946381665	-15.624678815824518
SHISA8	6.8409308926730645	2.283732926094812	15.622859124736653
TMED3	-3.078769598117333	5.067326100025699	-15.601129540505594
DCHS2	-5.297914092752553	2.9432970633408346	-15.593334991030611
SLC5A10	-5.757450158866453	2.705356486122981	-15.575955130819146
IFFO1	2.210210614585687	7.0436769297489725	15.5680095158435
SLC25A28	3.238047166432132	4.8063103815417145	15.563059711944488
KLHL38	3.8094304617116252	4.084124607845194	15.558188690551527
ATXN1	-2.3149910306344594	6.715096820300368	-15.54538890883733
B3GALT2	2.628236143984437	5.912062228413824	15.538295634202386
IFIT3	3.911579342343889	3.971258147134302	15.533891331445403
NPTX2	5.201735328078227	2.9842275034008527	15.523161631462903
ZNF606	-3.4674081007730866	4.476216498736211	-15.520869348532083
HADHA	2.3550541322070146	6.590001056949272	15.519809220416978
NUCB1	1.8262309460715713	8.497112764749923	15.517690283246077
AVPR1A	4.9946756741718685	3.1063147693899915	15.515034814992989
VWA2	-4.454045665002333	3.4831350061775437	-15.514042374882964
SNX29P2	4.775608677699566	3.24807997296225	15.511558904740692
ZBTB11-AS1	-4.06013366908285	3.8197762260835098	-15.508802063883882
RASAL3	5.314369994728194	2.9136466906708662	15.484196548140352
CPNE4	2.590694457093561	5.974561043481059	15.478262178913502
TTC1	2.0989160898938737	7.370001227227137	15.469014158364633
CCNDBP1	1.759170099126081	8.791305839470748	15.465402365069451
HIST2H2AB	-6.669672880862071	2.3186557859333368	-15.464675615493507
BAG4	-3.130222412543154	4.937884193120144	-15.456675771847245
OR51E1	5.04371875938345	3.063021052654508	15.449016743659982
PPP4R1-AS1	-5.5168558105663035	2.799606517375979	-15.445025482684963
MKRN3	-5.642370364448815	2.7365719092834055	-15.440752241123798
BGN	5.321974811697356	2.9012435034926787	15.440344848188627
QRFPR	4.545268978589026	3.396920485063245	15.439917303491553
NUP93	-2.183592817354374	7.0663389954326945	-15.430007075417954
ANK1	3.7534800255473724	4.107511908794641	15.417463904358645
GABRE	3.864418490582309	3.9866974348630126	15.406267283641688
TRIM8	1.5518217320081935	9.922592614322394	15.398094856769486
YRDC	-3.942765355821978	3.9051577088049307	-15.397120523297215
FAM13A-AS1	-4.501844680571881	3.4186780568340627	-15.390357624746239
ITM2A	4.159240890021656	3.698385212478605	15.382475002792445
CHRDL2	4.989989103236518	3.0805915949164016	15.372118490154849
ZNRF2	-2.258737232452243	6.797485622770777	-15.353733863211176
PYGO1	-2.1835142690341454	7.024205778966327	-15.33745354700508
KDM1A	-1.23440225834155	12.41882822291797	-15.329829604325719
FAM83H	-2.8339614882527937	5.408676886065261	-15.327981997511992
ITGAX	4.595842396181686	3.3348177764215254	15.326296920418384
LINGO4	6.907505252115465	2.217126483126661	15.314812826801699
ABCA17P	-4.33807208756673	3.529422116258647	-15.310887567782336
TLCD1	-2.8571100300515817	5.357990638567972	-15.308368794375031
CCL26	5.8389425241028	2.621239870958365	15.305268948412532
RETSAT	2.497898683199438	6.124321332041308	15.297934190796212
TMEM126A	2.5764486790298213	5.93596438047776	15.293707586849996
REV3L	-2.6442516789241743	5.782730771037255	-15.290995550081748
MAN1C1	-1.9348433789502686	7.899752725313475	-15.284784255917117
ZNF557	-2.713019488517211	5.630734213346399	-15.276291655469407
ECSIT	2.697316132759629	5.660519386561161	15.268210261170056
FBXL19-AS1	-4.024211920068296	3.7914249657841266	-15.257497541353015
PSMC3IP	-4.029050822980314	3.7837944825406353	-15.245100273868719
NUPR1	4.937904500454644	3.0861084222237607	15.238908666989687
NUP210	-2.4060211493615014	6.3276550275149175	-15.224471822064524
GPRIN1	-4.064096101224845	3.742738970470865	-15.210850857792932
RASAL2-AS1	-3.8369996702245435	3.9635760964043243	-15.208240174813275
MAP3K9	-2.5240697661266127	6.023831440258726	-15.204570814599979
CARD6	4.552711859478088	3.3393529977501393	15.203111995840764
CACNG4	-4.463342764155362	3.403896441608187	-15.192756552586086
CLDN20	-4.439980945291318	3.4189307880884314	-15.179987552382466
FANCC	-2.775859277887082	5.461034297192852	-15.15906272072234
C2orf15	-2.632593690989028	5.756633692765417	-15.154877540909109
GOT1	3.0388020479009312	4.9869952236979485	15.154491298645489
CAV1	3.364092544835047	4.502499935209163	15.146826465157428
